Id,SalePrice
1591,95673.1067687
1592,110930.618685
1593,122211.7061
1594,143997.466857
1595,121893.822864
1596,233677.550424
1597,196111.673282
1598,216779.960696
1599,176894.462721
1600,171769.123385
1601,69417.1547494
1602,111517.742981
1603,78115.3724363
1604,268106.665034
1605,244353.610655
1606,171622.27799
1607,171485.85135
1608,221520.13171
1609,189361.576419
1610,154016.474962
1611,139511.238428
1612,174040.687838
1613,165443.697896
1614,120182.100397
1615,86755.1931841
1616,76495.1071126
1617,91715.4953907
1618,132434.575094
1619,140241.210016
1620,198335.282919
1621,141447.652791
1622,141549.178909
1623,265907.847857
1624,205736.693128
1625,116973.581009
1626,163472.321404
1627,186603.174942
1628,291405.678298
1629,187890.583045
1630,344960.127997
1631,225073.606583
1632,245564.018125
1633,176728.84353
1634,186224.442921
1635,177837.782879
1636,156461.21581
1637,185090.990011
1638,185932.152109
1639,183459.066643
1640,250848.381903
1641,180481.208023
1642,240732.2646
1643,221462.136351
1644,244783.595647
1645,194640.677542
1646,164120.147759
1647,164017.113287
1648,135251.489907
1649,142574.377784
1650,114190.270563
1651,126818.638606
1652,97539.1491898
1653,102637.803197
1654,145027.113038
1655,146219.577856
1656,144526.227031
1657,148621.182218
1658,147649.620653
1659,125826.175168
1660,155702.044837
1661,442781.143709
1662,399014.735265
1663,363153.790082
1664,481680.143235
1665,301883.586782
1666,315595.13739
1667,376488.034157
1668,343580.55521
1669,310845.566248
1670,340726.524389
1671,244331.702216
1672,415556.277932
1673,296129.906887
1674,240501.082282
1675,197278.255559
1676,190191.856496
1677,218796.108185
1678,457587.438856
1679,390233.855937
1680,349711.271501
1681,249470.471868
1682,308044.850662
1683,188417.040598
1684,181382.580625
1685,174116.684198
1686,177839.427693
1687,173711.364273
1688,187954.732305
1689,191616.152032
1690,194934.290133
1691,187126.268805
1692,269975.557152
1693,183221.01064
1694,185540.042148
1695,174981.669855
1696,267058.39236
1697,179442.58242
1698,341726.682013
1699,313370.929083
1700,244924.673757
1701,258884.112375
1702,248360.96578
1703,254128.678817
1704,266762.305922
1705,242056.977932
1706,416863.286719
1707,213723.134898
1708,206018.936504
1709,257663.5075
1710,231901.929185
1711,273288.793647
1712,260493.522394
1713,270347.474909
1714,222660.403019
1715,209398.410667
1716,173891.30655
1717,172774.422703
1718,139612.326613
1719,204721.635765
1720,237379.64082
1721,159238.895892
1722,131699.772251
1723,155413.31225
1724,213819.628977
1725,242111.677132
1726,192104.467072
1727,155928.014628
1728,176187.117373
1729,170578.349907
1730,157656.636718
1731,122101.139927
1732,130211.825937
1733,116266.333369
1734,123113.610116
1735,133825.514257
1736,116753.703162
1737,300242.987962
1738,250132.866902
1739,255930.461554
1740,216424.425548
1741,187811.40742
1742,168533.97223
1743,173163.442185
1744,311870.641981
1745,214784.892394
1746,191338.037839
1747,228198.376646
1748,220855.236634
1749,152067.082711
1750,121967.541014
1751,235482.625265
1752,120546.264518
1753,142777.771373
1754,187589.389851
1755,163848.257515
1756,128251.674264
1757,124066.083905
1758,147638.306766
1759,162639.475071
1760,161125.197552
1761,138691.905275
1762,179700.475099
1763,175657.097848
1764,121610.748229
1765,151522.920976
1766,169654.594261
1767,195510.446365
1768,138764.869392
1769,174210.66013
1770,151486.867026
1771,126375.203578
1772,132961.128244
1773,127264.413571
1774,144542.937085
1775,142966.630255
1776,124654.381021
1777,105908.400625
1778,133239.605482
1779,117643.578125
1780,177684.109512
1781,131286.046324
1782,90827.7434503
1783,144434.131733
1784,110072.219776
1785,117436.608769
1786,145435.696855
1787,166939.58506
1788,57981.6785403
1789,99390.6000915
1790,82258.4020437
1791,185176.216962
1792,150632.042321
1793,133207.365268
1794,154920.599113
1795,132964.738772
1796,132458.978286
1797,108091.670796
1798,126264.181064
1799,113563.242303
1800,133851.426604
1801,127902.868584
1802,135913.42206
1803,147917.566714
1804,136253.576733
1805,136566.997274
1806,125121.215588
1807,121691.71324
1808,120652.053324
1809,112753.411019
1810,140697.382598
1811,91146.0065517
1812,91052.7946671
1813,126876.545406
1814,93449.430629
1815,57919.2967338
1816,99434.4985521
1817,111540.927813
1818,157407.906285
1819,127804.533401
1820,60973.9504536
1821,109374.510474
1822,154610.474353
1823,43475.2624127
1824,122162.611694
1825,139000.338945
1826,110473.895938
1827,94890.9527706
1828,129823.470606
1829,110904.198251
1830,143827.896174
1831,148636.330765
1832,94885.0068081
1833,128978.409909
1834,122166.45082
1835,114743.987073
1836,114047.150973
1837,84293.120646
1838,128702.30093
1839,105835.117416
1840,143492.086351
1841,137020.764586
1842,86991.441479
1843,133189.366274
1844,148959.075562
1845,141895.379586
1846,152919.242479
1847,166249.295245
1848,68757.2521999
1849,107832.441574
1850,118337.149988
1851,143207.585727
1852,123948.573621
1853,129927.687725
1854,167285.57631
1855,167933.886746
1856,216791.736739
1857,138255.052498
1858,135796.5904
1859,117979.83004
1860,148492.694272
1861,116889.737258
1862,312945.009258
1863,305589.644027
1864,305600.424204
1865,341985.127423
1866,328962.587026
1867,227909.077977
1868,278760.798338
1869,201580.106413
1870,220085.189866
1871,271921.640404
1872,178209.697402
1873,238517.544822
1874,141001.191665
1875,198455.698657
1876,197991.900554
1877,200970.30462
1878,212173.1293
1879,132075.384049
1880,132361.103245
1881,222458.855489
1882,240692.646976
1883,189357.927438
1884,198723.86751
1885,239937.73449
1886,277115.076922
1887,203058.260184
1888,247210.760452
1889,168924.603862
1890,123656.444748
1891,134453.717527
1892,102146.0767
1893,131093.824634
1894,126031.021772
1895,139307.31004
1896,126703.059526
1897,120065.565584
1898,118586.169564
1899,155568.669425
1900,147053.466016
1901,178111.443398
1902,145483.7162
1903,235289.641425
1904,151352.352781
1905,191203.314445
1906,161173.591014
1907,185936.249382
1908,110882.991798
1909,135928.856217
1910,122491.331684
1911,217215.032828
1912,335518.330243
1913,138117.382251
1914,66473.61289
1915,312405.534529
1916,61449.6339009
1917,246138.030276
1918,139431.103522
1919,167034.355599
1920,152000.961212
1921,368198.427938
1922,313546.344389
1923,223954.468797
1924,231967.948581
1925,192198.486552
1926,360054.808112
1927,133858.508212
1928,161885.652201
1929,124631.602126
1930,135039.793787
1931,141231.426601
1932,144240.762034
1933,185005.077753
1934,182284.588425
1935,173689.031234
1936,197153.379367
1937,185964.562777
1938,176280.982853
1939,281787.910243
1940,190497.06374
1941,172093.732237
1942,179987.370707
1943,226363.833399
1944,435143.386209
1945,427946.474765
1946,164808.477756
1947,329135.030217
1948,176166.62063
1949,252862.470349
1950,187471.833343
1951,245233.58503
1952,201337.820413
1953,165611.214662
1954,195642.359253
1955,139138.378394
1956,312237.586082
1957,156230.140599
1958,275003.224877
1959,143874.736589
1960,117752.925534
1961,127694.346898
1962,96369.8865589
1963,101296.806593
1964,109134.508637
1965,149709.357321
1966,147272.622049
1967,275256.562931
1968,422020.654109
1969,399111.86774
1970,427159.47498
1971,467064.130302
1972,375585.613
1973,288456.618325
1974,336610.009238
1975,453261.530889
1976,267322.735911
1977,349190.929056
1978,355656.222845
1979,350220.444326
1980,207327.108632
1981,330978.950421
1982,223348.238562
1983,224330.559868
1984,164292.461734
1985,222264.449057
1986,208821.581379
1987,188490.381493
1988,178753.260172
1989,193178.480968
1990,211753.372171
1991,229354.22399
1992,220723.585473
1993,174844.420967
1994,233110.81679
1995,185618.480106
1996,252720.700847
1997,318745.075456
1998,298047.595896
1999,280918.606432
2000,327795.122143
2001,268248.604287
2002,250760.568169
2003,262600.824094
2004,271153.473771
2005,230002.940012
2006,230313.514413
2007,253433.854013
2008,208878.43364
2009,202038.384849
2010,190196.896355
2011,146875.297944
2012,177069.615608
2013,185915.076164
2014,182433.596027
2015,214372.71881
2016,190715.957652
2017,193989.676212
2018,126787.50715
2019,135020.64107
2020,101933.534054
2021,108944.92123
2022,178603.9041
2023,145586.087163
2024,256366.498117
2025,353896.978194
2026,192828.061943
2027,159954.94662
2028,145596.090605
2029,170509.478647
2030,274242.738041
2031,230238.869292
2032,257944.848707
2033,265345.944701
2034,171121.383023
2035,221675.411921
2036,194161.866769
2037,197541.978172
2038,305408.422134
2039,221566.519283
2040,290630.63973
2041,278336.852433
2042,209806.245283
2043,174249.682819
2044,166194.653227
2045,210209.055579
2046,144768.337292
2047,146028.638644
2048,137467.233276
2049,135986.165151
2050,178599.952546
2051,101239.131253
2052,120843.385544
2053,144071.004501
2054,92744.6597281
2055,155387.950995
2056,144172.302139
2057,117710.245611
2058,211686.404384
2059,136252.352522
2060,156659.904271
2061,161029.098699
2062,125617.424255
2063,121809.169581
2064,147418.537658
2065,121208.122869
2066,160849.182587
2067,117975.789646
2068,137898.244686
2069,84065.9877219
2070,114202.520693
2071,97133.9813214
2072,140649.28482
2073,140006.740347
2074,186855.615992
2075,147914.694851
2076,121398.302239
2077,149788.222711
2078,130237.616448
2079,137468.528261
2080,120773.574347
2081,124810.875109
2082,119567.823243
2083,151028.920755
2084,113419.79129
2085,126009.056745
2086,116509.100869
2087,126211.646831
2088,91943.3718631
2089,81909.8670533
2090,130776.574123
2091,110602.506415
2092,135489.781635
2093,112228.784589
2094,111257.910455
2095,145699.150305
2096,78882.1464157
2097,97153.7206948
2098,148158.720207
2099,63467.2119543
2100,97865.173499
2101,109333.056394
2102,122804.9354
2103,107676.138999
2104,136892.583188
2105,124584.39715
2106,77886.7253688
2107,205058.269841
2108,115214.386725
2109,112063.329769
2110,118418.104046
2111,129578.010518
2112,144777.864741
2113,126814.612248
2114,119107.30639
2115,164583.058431
2116,111109.192437
2117,151988.949108
2118,127105.303841
2119,109405.248264
2120,119547.832579
2121,88544.255106
2122,115569.604528
2123,88766.7514416
2124,171233.574753
2125,123538.429816
2126,157457.604156
2127,157578.357033
2128,120610.828375
2129,98478.0014986
2130,133892.532786
2131,148915.873101
2132,109980.964539
2133,119238.365789
2134,126623.302048
2135,94267.6198329
2136,73027.8755875
2137,109728.620477
2138,128234.937214
2139,152607.497835
2140,134331.969825
2141,158112.705028
2142,131190.173626
2143,144094.3905
2144,114193.116611
2145,136732.256916
2146,161679.065816
2147,138708.22499
2148,150258.592479
2149,146997.852616
2150,247860.120678
2151,118927.422258
2152,160252.411655
2153,145899.780332
2154,102478.076675
2155,137888.418845
2156,246197.446514
2157,220618.897967
2158,244213.847446
2159,213587.462977
2160,178182.21836
2161,237931.938054
2162,340960.641865
2163,344607.953336
2164,246034.072777
2165,196431.203633
2166,151557.304401
2167,215685.172735
2168,201061.112126
2169,201058.313392
2170,213421.851667
2171,147030.594998
2172,139664.559736
2173,175386.458676
2174,225039.11827
2175,283124.035666
2176,310009.511648
2177,238991.638646
2178,206820.225184
2179,138981.656272
2180,197309.663729
2181,205391.541855
2182,234948.39853
2183,202140.742014
2184,114197.424153
2185,126366.986838
2186,145437.412729
2187,156740.013208
2188,165326.777883
2189,291469.728836
2190,79687.7140206
2191,79015.8221497
2192,89731.8183284
2193,117247.101719
2194,110509.714591
2195,106056.245707
2196,100588.736552
2197,120448.390578
2198,150345.171048
2199,180010.632153
2200,147516.295308
2201,145775.295541
2202,215153.743697
2203,141836.805014
2204,188872.671335
2205,122628.605877
2206,132879.5375
2207,219766.79243
2208,258463.189883
2209,232892.682266
2210,123838.515098
2211,112033.709565
2212,119525.227241
2213,104746.223653
2214,138801.124291
2215,101719.145487
2216,143453.775126
2217,68848.786198
2218,74401.1637252
2219,80218.3223812
2220,79777.4226849
2221,314461.398905
2222,282648.807389
2223,300399.6633
2224,208197.382835
2225,125276.350571
2226,174808.008296
2227,199115.603209
2228,267761.559674
2229,232767.024546
2230,153422.497918
2231,207335.993213
2232,174366.838242
2233,175096.393314
2234,233903.850167
2235,216317.269049
2236,247925.019466
2237,302551.270538
2238,197776.308271
2239,107557.674501
2240,158799.030809
2241,147741.291651
2242,124932.731337
2243,125802.967472
2244,102994.256402
2245,106381.859755
2246,140820.479722
2247,107477.85919
2248,128560.50963
2249,127905.91989
2250,137695.936717
2251,141762.484299
2252,172183.191831
2253,155898.858505
2254,174040.004809
2255,174577.44123
2256,179497.666416
2257,210002.943205
2258,164776.892862
2259,174287.929366
2260,144785.127741
2261,196063.813712
2262,215391.956039
2263,400816.253656
2264,477028.803827
2265,167779.069809
2266,324443.250862
2267,354380.607759
2268,421087.157947
2269,147360.242234
2270,199094.897727
2271,206383.746363
2272,194831.582515
2273,161581.940657
2274,173950.794267
2275,162456.008415
2276,201069.30429
2277,186770.008767
2278,151209.569223
2279,129120.635861
2280,114915.851166
2281,167451.870978
2282,181094.536957
2283,108607.714726
2284,110685.502761
2285,144689.012957
2286,121188.279373
2287,361393.793525
2288,278201.815363
2289,364175.781374
2290,443609.679407
2291,337666.775488
2292,442956.709254
2293,452681.470222
2294,415785.732724
2295,449361.701631
2296,268018.848143
2297,355896.414677
2298,364471.570957
2299,350976.089336
2300,327189.0257
2301,309824.439475
2302,245803.736539
2303,248980.033286
2304,241147.127541
2305,187793.645769
2306,185400.029606
2307,197644.390169
2308,238551.828347
2309,284414.041069
2310,228411.790781
2311,197761.459808
2312,173818.42524
2313,176010.792606
2314,171393.46546
2315,175582.713522
2316,197680.959085
2317,183486.216147
2318,174876.46897
2319,181084.180067
2320,189256.073254
2321,242892.904772
2322,182803.99312
2323,192830.544877
2324,186245.035976
2325,210591.003061
2326,176829.328107
2327,209197.286456
2328,226415.455656
2329,191955.07234
2330,176843.785114
2331,337119.793398
2332,424809.681609
2333,312208.534533
2334,265396.009575
2335,280930.431107
2336,305773.935982
2337,192877.328593
2338,247492.297444
2339,234643.166806
2340,369730.242206
2341,215388.510735
2342,233854.787246
2343,224984.285879
2344,220743.977271
2345,231228.469888
2346,221505.823484
2347,196054.215951
2348,239335.12191
2349,177120.331459
2350,300779.906891
2351,256440.144199
2352,258255.549344
2353,260186.31004
2354,137434.228107
2355,141591.292379
2356,150680.651926
2357,190630.363479
2358,195785.89024
2359,125646.569978
2360,115794.72098
2361,143005.32649
2362,244897.900268
2363,146758.967558
2364,156996.372638
2365,215406.783589
2366,197996.411694
2367,234464.177147
2368,214802.822699
2369,219930.196607
2370,169265.32645
2371,165253.996287
2372,190630.990665
2373,279918.822506
2374,305495.162549
2375,236924.143337
2376,268358.20018
2377,314867.311275
2378,149547.504988
2379,197107.536967
2380,144126.172881
2381,154570.348656
2382,201355.858776
2383,201423.198944
2384,244918.9893
2385,162188.976487
2386,132807.332216
2387,132345.963325
2388,103146.657021
2389,132032.531922
2390,154056.259802
2391,146649.222793
2392,117086.630714
2393,170659.484025
2394,150925.106063
2395,206344.961042
2396,151651.195985
2397,203574.620162
2398,125652.206459
2399,59023.0020267
2400,67964.9194945
2401,119246.334017
2402,129695.541746
2403,144330.172566
2404,150595.226886
2405,155762.269105
2406,138472.823278
2407,122490.618042
2408,143228.240356
2409,123041.036289
2410,169480.886776
2411,115381.336249
2412,152579.973237
2413,129113.720177
2414,151265.571721
2415,129300.980533
2416,132413.126958
2417,140859.232113
2418,131384.075806
2419,119839.179369
2420,120751.775024
2421,140380.683435
2422,112760.778132
2423,120363.993802
2424,144677.436824
2425,197151.042568
2426,137623.273504
2427,129935.119866
2428,169306.612184
2429,118049.850774
2430,132305.897321
2431,109216.108479
2432,147756.150482
2433,141561.645628
2434,139844.262728
2435,145736.719292
2436,111340.532202
2437,117069.916182
2438,121521.753278
2439,100049.88032
2440,124934.247774
2441,86730.9500326
2442,97003.7452151
2443,121872.528291
2444,125157.910057
2445,89417.5773004
2446,132716.633294
2447,180020.001451
2448,133457.814866
2449,115291.011133
2450,143498.982659
2451,129140.112151
2452,190943.294556
2453,90498.9202002
2454,125772.120832
2455,117918.997864
2456,121176.385754
2457,129345.655321
2458,136647.596511
2459,111192.516746
2460,139517.775745
2461,128381.034004
2462,133836.573315
2463,127844.307059
2464,171207.05291
2465,143906.078541
2466,120995.337448
2467,136555.140656
2468,88875.9710068
2469,77642.4057302
2470,189307.436992
2471,188334.191429
2472,151730.670275
2473,119303.36884
2474,89722.592685
2475,202005.683936
2476,115685.659439
2477,120273.143474
2478,150386.648844
2479,102129.087049
2480,163156.437211
2481,122229.465568
2482,128319.662549
2483,116240.386723
2484,123310.759217
2485,129524.548411
2486,151652.358892
2487,181013.35485
2488,165329.091149
2489,149711.955107
2490,142511.730185
2491,93004.8258469
2492,188840.940655
2493,157036.008277
2494,150391.38021
2495,91330.1287607
2496,253843.042305
2497,144139.900539
2498,113438.731879
2499,83304.0530865
2500,126421.068289
2501,136008.796401
2502,142493.809551
2503,90798.8430863
2504,170228.727408
2505,225039.811005
2506,246061.492973
2507,271699.075207
2508,244315.91493
2509,228725.326697
2510,225530.929475
2511,181768.9991
2512,206552.848245
2513,208645.495669
2514,246676.167794
2515,150996.525103
2516,177952.970531
2517,145898.077484
2518,151039.009653
2519,245000.729417
2520,214813.345628
2521,190035.589445
2522,217333.69254
2523,117881.92326
2524,145384.825471
2525,151010.973498
2526,142329.336534
2527,120391.34728
2528,131768.270895
2529,137737.321389
2530,125295.13349
2531,240777.667627
2532,223117.99508
2533,190130.692021
2534,233129.109964
2535,282407.15905
2536,235144.019836
2537,239422.84019
2538,181250.126872
2539,180378.288527
2540,180124.90855
2541,183137.749651
2542,168493.886476
2543,117578.898591
2544,124298.93988
2545,132044.831515
2546,135919.024615
2547,136616.362803
2548,154259.327377
2549,156296.188155
2550,637379.8868
2551,144038.229555
2552,128634.88536
2553,71495.8561436
2554,99645.8028294
2555,117039.654506
2556,104533.108217
2557,104046.371119
2558,156537.526811
2559,130410.569286
2560,161792.979121
2561,155645.289812
2562,143281.988023
2563,151877.249874
2564,201651.843017
2565,144024.998746
2566,168268.51215
2567,130504.839282
2568,195976.536073
2569,226619.367959
2570,119820.341895
2571,191565.644029
2572,141343.415885
2573,216481.887734
2574,283937.908373
2575,138268.28175
2576,120037.397277
2577,140469.45641
2578,86283.0857425
2579,74315.0297761
2580,102261.14501
2581,111271.718739
2582,104850.929691
2583,263810.864023
2584,162910.551695
2585,200104.847784
2586,211460.226604
2587,191839.892649
2588,132743.636921
2589,150105.527617
2590,204475.799816
2591,210144.984435
2592,206836.840595
2593,256057.535702
2594,183117.056121
2595,207605.591114
2596,276671.150885
2597,189033.747311
2598,297419.051792
2599,324907.564057
2600,133605.975497
2601,144663.356094
2602,83805.2016673
2603,96290.00173
2604,87775.8826949
2605,77140.3000084
2606,144500.666024
2607,189755.574733
2608,201405.7156
2609,166490.35816
2610,113178.142804
2611,113070.215536
2612,156608.692676
2613,131336.955749
2614,127309.847016
2615,151461.971992
2616,138084.288786
2617,176204.03561
2618,213520.699567
2619,196052.190098
2620,184190.822142
2621,176322.718874
2622,175927.646553
2623,241061.102584
2624,300116.984686
2625,275790.102364
2626,174784.617167
2627,170342.148229
2628,527131.93141
2629,546529.792618
2630,409191.911432
2631,472785.05855
2632,442945.092447
2633,315950.165944
2634,415143.300881
2635,156302.661159
2636,180593.24145
2637,176215.859675
2638,254485.846607
2639,194127.141104
2640,154948.659509
2641,109772.980575
2642,176345.156216
2643,107335.502351
2644,128891.043277
2645,111943.70137
2646,100376.265187
2647,101582.718539
2648,143455.71177
2649,154683.402551
2650,139661.915894
2651,148425.468453
2652,401210.047354
2653,262677.480507
2654,258323.175865
2655,385665.201742
2656,322162.323133
2657,337891.272546
2658,311969.95297
2659,320539.905255
2660,381839.448932
2661,334506.674131
2662,364229.366106
2663,281723.493422
2664,276347.132953
2665,331586.239402
2666,283126.852347
2667,176744.936892
2668,179171.191967
2669,178054.313496
2670,271552.696263
2671,179191.44865
2672,192714.764463
2673,198724.450684
2674,190949.937514
2675,185674.337073
2676,191451.574936
2677,198178.456457
2678,245745.024026
2679,272491.842879
2680,299389.377184
2681,415038.639564
2682,320871.468054
2683,518650.808496
2684,333234.054407
2685,308598.331223
2686,239573.986147
2687,310290.767196
2688,211720.930888
2689,215192.20103
2690,426189.424953
2691,192776.193913
2692,145449.233669
2693,190395.747598
2694,138716.677182
2695,191132.654949
2696,184745.296836
2697,181736.190252
2698,179718.699288
2699,172012.895766
2700,162172.667063
2701,163916.355456
2702,123503.292301
2703,129990.206862
2704,144641.662962
2705,123441.218321
2706,121534.411101
2707,125971.055417
2708,134079.271274
2709,108597.9106
2710,132323.729334
2711,260939.502614
2712,379090.236361
2713,176682.114185
2714,152917.049567
2715,172588.580866
2716,150215.571817
2717,184341.886849
2718,220915.763841
2719,149436.875731
2720,167919.464874
2721,137481.943601
2722,149517.624383
2723,144922.125148
2724,129822.854844
2725,126996.935309
2726,145113.639621
2727,175549.299633
2728,179725.934296
2729,154181.637004
2730,148178.954387
2731,123147.019617
2732,136216.449219
2733,158822.401699
2734,150984.840587
2735,132831.111698
2736,145292.588822
2737,123402.646963
2738,131306.605098
2739,158298.545657
2740,140169.866815
2741,151581.494293
2742,163131.355918
2743,140752.363183
2744,152139.64857
2745,140293.461048
2746,136605.732846
2747,152908.566385
2748,132821.104536
2749,129086.83425
2750,130292.045694
2751,130789.846276
2752,187612.465192
2753,147542.47829
2754,225460.857124
2755,138137.324557
2756,91539.6057008
2757,61336.7128137
2758,93402.4687887
2759,158849.501836
2760,126932.759566
2761,141687.820642
2762,145071.114854
2763,183361.898438
2764,142571.909563
2765,271289.739775
2766,127397.269474
2767,93236.2244655
2768,123959.375489
2769,133999.690199
2770,138594.095436
2771,113790.40043
2772,109747.030548
2773,176299.634797
2774,134525.152323
2775,118655.174869
2776,139295.893996
2777,144028.998595
2778,104772.519928
2779,125932.778255
2780,91621.9740709
2781,91832.9969152
2782,100738.721983
2783,90287.2397422
2784,126452.527344
2785,142351.658899
2786,69112.134577
2787,124779.635534
2788,76134.2654023
2789,165759.754681
2790,100109.791853
2791,116984.422061
2792,50763.3938208
2793,159418.149668
2794,95998.3124563
2795,123817.97537
2796,98652.0516894
2797,184377.913187
2798,100447.901955
2799,113321.875641
2800,70316.7482138
2801,104773.71083
2802,124159.662346
2803,155549.677497
2804,135005.9887
2805,95513.8281571
2806,80032.8753543
2807,163976.374006
2808,150565.587809
2809,136737.663325
2810,129385.68702
2811,156509.5349
2812,161184.704183
2813,159971.021506
2814,164097.306688
2815,99552.4040066
2816,226146.99047
2817,155198.272569
2818,137257.157093
2819,160388.662345
2820,140494.4842
2821,112068.382621
2822,196330.870897
2823,292770.953237
2824,177715.223744
2825,137317.011647
2826,130736.922296
2827,135043.334999
2828,207843.452791
2829,191924.928094
2830,215570.389816
2831,180888.686631
2832,231444.633128
2833,310328.598009
2834,216030.709423
2835,243106.108975
2836,190831.261637
2837,150146.333074
2838,153584.778596
2839,178715.907423
2840,203608.803147
2841,207796.691938
2842,219395.963793
2843,153404.561622
2844,168235.97011
2845,123373.700867
2846,207336.661269
2847,208771.807087
2848,208786.500661
2849,197945.564224
2850,277762.605658
2851,214404.544332
2852,237423.33925
2853,233304.260958
2854,140747.156423
2855,197891.111664
2856,195515.953521
2857,187192.89567
2858,190704.817526
2859,121867.736629
2860,129017.867496
2861,118720.316382
2862,184171.49325
2863,130487.116926
2864,232238.414257
2865,139593.910988
2866,139465.71474
2867,106532.977714
2868,92213.9510311
2869,107132.569676
2870,132698.923806
2871,88496.15394
2872,53868.5491278
2873,98519.0571041
2874,127626.727408
2875,111342.660252
2876,160961.542944
2877,138530.493779
2878,155266.388193
2879,125332.66226
2880,105368.698961
2881,148421.865027
2882,174831.98518
2883,215514.425852
2884,220269.582697
2885,195565.858106
2886,230645.268084
2887,92157.1244485
2888,140612.518658
2889,62453.1014647
2890,79387.0485874
2891,131405.171517
2892,50082.8335852
2893,85132.6649167
2894,60290.1573847
2895,329088.352934
2896,276065.181429
2897,223834.617469
2898,152064.335728
2899,212724.515624
2900,163467.147373
2901,207776.981154
2902,175274.830634
2903,311700.314369
2904,327707.433861
2905,78611.2735839
2906,195805.648854
2907,107665.014079
2908,132849.700283
2909,152494.979449
2910,82917.449104
2911,85864.6822425
2912,151946.025166
2913,81713.4727782
2914,77751.7106236
2915,82944.3876349
2916,84341.4067781
2917,154534.065732
2918,122418.91932
2919,223278.038119
